词组,繁体
捷克暨斯洛伐克联邦共和国,捷克暨斯洛伐克聯邦共和國
捷克籍,捷克籍
捷克语,捷克語
捷克队,捷克隊
捷尔任斯克,捷爾任斯克
捷才,捷才
捷运系统,捷運系統
捻合,捻合
捻须,捻鬚
掀了,掀了
掀了开来,掀了開來
掀出,掀出
掀出去,掀出去
掀出来,掀出來
掀帘子,掀簾子
掂折,掂折
掂梢折本,掂梢折本
授权范围,授權範圍
掉了,掉了
掉价儿,掉價兒
掉出,掉出
掉出来,掉出來
掉到海里,掉到海裏
掉发,掉髮
掉回头,掉回頭
掉海里,掉海裏
掉进海里,掉進海裏
掊克,掊克
掊斗折衡,掊斗折衡
掌柜,掌櫃
掌柜的,掌櫃的
掌状复叶,掌狀複葉
掏出,掏出
掏出来,掏出來
排出,排出
排出体,排出體
排出作用,排出作用
排出去,排出去
排出来,排出來
排列组合,排列組合
排名表,排名表
排当,排當
排放出,排放出
排放系统,排放系統
排水系统,排水系統
排泄系统,排泄系統
排版系统,排版系統
排表,排表
排除万难,排除萬難
排须,排鬚
排骨面,排骨麵
掘出,掘出
掘出来,掘出來
探了,探了
探出,探出
探出去,探出去
探出来,探出來
探听出,探聽出
探奇访胜,探奇訪勝
探寻出,探尋出
探寻胜迹,探尋勝迹
探幽访胜,探幽訪勝
探究出,探究出
探获,探獲
探询出,探詢出
探骊获珠,探驪獲珠
掣后腿,掣後腿
掣签,掣籤
接出,接出
接受不了,接受不了
接口规范,接口規範
接合,接合
接合上,接合上
接合处,接合處
接合点,接合點
接合生殖,接合生殖
接合菌纲,接合菌綱
接合起来,接合起來
接合面,接合面
接回,接回
接回去,接回去
接回来,接回來
接生术,接生術
接种,接種
接种率,接種率
接获,接獲
接触面,接觸面
接面,接面
控制,控制
控制不了,控制不了
控制住,控制住
控制力,控制力
控制区,控制區
控制单元,控制單元
控制卡,控制卡
控制台,控制檯
控制器,控制器
控制塔,控制塔
控制好,控制好
控制室,控制室
控制性,控制性
控制权,控制權
控制杆,控制杆
控制板,控制板
控制棒,控制棒
控制欲,控制欲
控制码,控制碼
控制站,控制站
控制组,控制組
控制范围,控制範圍
控制裕如,控制裕如
控制论,控制論
控制键,控制鍵
控卷,控捲
控御,控御
推倒了油瓶不扶,推倒了油瓶不扶
推出,推出
推出去,推出去
推出来,推出來
推后,推後
推向,推向
推回,推回
推回去,推回去
推回来,推回來
推定出来,推定出來
推干净儿,推乾净兒
推心致腹,推心致腹
推情准理,推情準理
推想出,推想出
推断出,推斷出
推派出,推派出
推演出来,推演出來
推算出,推算出
推算出来,推算出來
推辇归里,推輦歸里
推销术,推銷術
推陈出新,推陳出新
掩卷,掩卷
掩口卢胡,掩口盧胡
掩口胡卢,掩口胡盧
掩恶扬善,掩惡揚善
掩恶溢美,掩惡溢美
掩罪藏恶,掩罪藏惡
掩耳盗钟,掩耳盜鐘
掩面,掩面
掩面大哭,掩面大哭
掩面失色,掩面失色
掩面而泣,掩面而泣
掩面而过,掩面而過
措置失当,措置失當
措置得当,措置得當
措词不当,措詞不當
措辞不当,措辭不當
掰了,掰了
掳获,擄獲
掷出,擲出
掺合,摻合
揉合,揉合
揉成一团,揉成一團
揉面,揉麵
揍了,揍了
描了,描了
描写出,描寫出
描写出来,描寫出來
描出,描出
描出来,描出來
描涂,描塗
描绘出,描繪出
描绘出来,描繪出來
提不出,提不出
提了,提了
提价,提價
提克瑞提,提克瑞提
提克里特,提克里特
提出,提出
提出去,提出去
提出建议,提出建議
提出异议,提出异議
提出抗辩,提出抗辯
提出来,提出來
提制,提製
提向,提向
提回,提回
提回去,提回去
提回来,提回來
提子干,提子乾
提学御史,提學御史
提干,提幹
提拉米苏,提拉米蘇
提摩太后书,提摩太後書
提炼出,提煉出
提瓮出汲,提瓮出汲
提纯复壮,提純復壯
提纳里,提納里
提舍尼,提舍尼
插回,插回
插回去,插回去
插回来,插回來
插图卷,插圖卷
插曲,插曲
插架万轴,插架萬軸
握不准,握不準
握云拿雾,握雲拿霧
握云携雨,握雲携雨
握别,握别
握发,握髮
握发吐哺,握髮吐哺
握发吐餐,握髮吐餐
握手道别,握手道别
握雨携云,握雨携雲
握雾拿云,握霧拿雲
揣合逢迎,揣合逢迎
揣在怀里,揣在懷裏
揩台抹凳,揩檯抹凳
揩干,揩乾
揪出,揪出
揪出去,揪出去
揪出来,揪出來
揪发,揪髮
揪斗,揪鬥
揪须,揪鬚
揭丑,揭醜
揭出,揭出
揭发,揭發
揭发出,揭發出
揭折,揭折
揭示板,揭示板
揭露出,揭露出
援据,援據
揽胜,攬勝
揽胜图,攬勝圖
搀伙,攙伙
搁板,擱板
搁脚板,擱脚板
搅合,攪合
搋在怀里,搋在懷裏
搋面,搋麵
搏斗,搏鬥
搓板,搓板
搓熟的汤团,搓熟的湯團
搓粉团朱,搓粉團朱
搓粉抟朱,搓粉摶朱
搜了,搜了
搜出,搜出
搜刮,搜刮
搜索范围,搜索範圍
搜肠刮肚,搜腸刮肚
搜获,搜獲
搜藏家,搜藏家
搪饥,搪飢
搬出,搬出
搬出去,搬出去
搬出来,搬出來
搬回,搬回
搬回去,搬回去
搬回来,搬回來
搬斗,搬鬥
搭伙,搭伙
搭克露,搭克露
搭出,搭出
搭干铺,搭乾鋪
搭机回,搭機回
搭面,搭面
搯出来,搯出來
携云挈雨,携雲挈雨
携云握雨,携雲握雨
携出,携出
携带式卫星通信系统,携帶式衛星通信系統
携手合作,携手合作
搽穰卷儿,搽穰捲兒
摄制,攝製
摄制厂,攝製廠
摄制成,攝製成
摄影术,攝影術
摄影艺术,攝影藝術
摄氏寒暑表,攝氏寒暑表
摆上,擺上
摆上去,擺上去
摆上来,擺上來
摆下,擺下
摆下去,擺下去
摆下来,擺下來
摆不下,擺不下
摆不平,擺不平
摆不开,擺不開
摆乌龙,擺烏龍
摆了一道,擺了一道
摆事实讲道理,擺事實講道理
摆云锣儿,擺雲鑼兒
摆供,擺供
摆出,擺出
摆出去,擺出去
摆出来,擺出來
摆划,擺劃
摆列,擺列
摆列出,擺列出
摆到,擺到
摆制,擺制
摆动,擺動
摆动波,擺動波
摆卖,擺賣
摆回,擺回
摆回去,擺回去
摆回来,擺回來
摆在,擺在
摆在心上,擺在心上
摆在眼前,擺在眼前
摆地摊,擺地攤
摆夷,擺夷
摆好,擺好
摆姿势,擺姿勢
摆子,擺子
摆官架子,擺官架子
摆尾,擺尾
摆尾摇头,擺尾摇頭
摆布,擺布
摆席,擺席
摆平,擺平
摆开,擺開
摆开阵势,擺開陣勢
摆弄,擺弄
摆当,擺當
摆得,擺得
摆忙,擺忙
摆成,擺成
摆手,擺手
摆拨,擺撥
摆拨不下,擺撥不下
摆振,擺振
摆搠,擺搠
摆搭,擺搭
摆摆,擺擺
摆摆头,擺擺頭
摆摆手,擺擺手
摆摆摇摇,擺擺摇摇
摆摊,擺攤
摆摊儿,擺攤兒
摆摊子,擺攤子
摆撼,擺撼
摆擂台,擺擂臺
摆放,擺放
摆放在,擺放在
摆明,擺明
摆来,擺來
摆来摆去,擺來擺去
摆架子,擺架子
摆样,擺樣
摆样子,擺樣子
摆格,擺格
摆槊,擺槊
摆款,擺款
摆法,擺法
摆浪子,擺浪子
摆渡,擺渡
摆渡船,擺渡船
摆满,擺滿
摆点,擺點
摆番,擺番
摆空架子,擺空架子
摆站,擺站
摆线,擺綫
摆置,擺置
摆脱,擺脱
摆脱不了,擺脱不了
摆脱到,擺脱到
摆脱危机,擺脱危機
摆花架子,擺花架子
摆荡,擺蕩
摆荡吊环,擺蕩吊環
摆荡起来,擺蕩起來
摆落,擺落
摆行阵,擺行陣
摆袖却金,擺袖却金
摆设,擺設
摆设儿,擺設兒
摆请儿,擺請兒
摆谱,擺譜
摆谱儿,擺譜兒
摆起,擺起
摆起来,擺起來
摆轮,擺輪
摆进,擺進
摆进去,擺進去
摆进来,擺進來
摆酒,擺酒
摆酒席,擺酒席
摆针,擺針
摆钟,擺鐘
摆锤,擺錘
摆长,擺長
摆门子,擺門子
摆门面,擺門面
摆阔,擺闊
摆阔气,擺闊氣
摆阵,擺陣
摆露,擺露
摆饭,擺飯
摆饰,擺飾
摆齐,擺齊
摆龙门阵,擺龍門陣
摇了,摇了
摇了一下,摇了一下
摇头摆尾,摇頭擺尾
摇头摆脑,摇頭擺腦
摇摆,摇擺
摇摆不定,摇擺不定
摇摆乐,摇擺樂
摇摆舞,摇擺舞
摇摇摆摆,摇摇擺擺
摇板,摇板
摇滚乐团,摇滚樂團
摇滚团,摇滚團
摇篮曲,摇籃曲
摇车儿里的爷爷拄拐棍儿的孙子,摇車兒裏的爺爺拄拐棍兒的孫子
摊了,攤了
摊了事,攤了事
摊了人命,攤了人命
摊出,攤出
摊出去,攤出去
摊出来,攤出來
摊薄后每股盈利,攤薄後每股盈利
摒出,摒出
摔了,摔了
摔了一跤,摔了一跤
摔出,摔出
摔断了,摔斷了
摔断了腿,摔斷了腿
摔筋斗,摔筋斗
摔跟斗,摔跟斗
摘伏发隐,摘伏發隱
摘借,摘借
摘出,摘出
摘出去,摘出去
摘出来,摘出來
摘奸发伏,摘奸發伏
摘绵术,摘綿術
摧兰折玉,摧蘭折玉
摧坚获丑,摧堅獲醜
摧折,摧折
摧枯折腐,摧枯折腐
摧眉折腰,摧眉折腰
摩厉以须,摩厲以須
摩合罗,摩合羅
摩擦系数,摩擦係數
摩根费里曼,摩根費里曼
摩肩如云,摩肩如雲
摩苏尔,摩蘇爾
摩苏尔市,摩蘇爾市
摩诃迦叶,摩訶迦葉
摩里西斯,摩里西斯
摸不准,摸不準
摸了,摸了
摸出,摸出
摸出去,摸出去
摸出来,摸出來
摸秋,摸秋
摸索出,摸索出
摸钟,摸鐘
撂了,撂了
撑了,撑了
撑出,撑出
撑场面,撑場面
撑头获脑,撑頭獲腦
撑市面,撑市面
撑门面,撑門面
撒克逊,撒克遜
撒克逊人,撒克遜人
撒出,撒出
撒呓症,撒囈症
撒种,撒種
撒马尔干,撒馬爾幹
撕了,撕了
撞出,撞出
撞出去,撞出去
撞出来,撞出來
撞击式印表机,撞擊式印表機
撞向,撞向
撞府冲州,撞府衝州
撞木钟,撞木鐘
撞球台,撞球檯
撞警钟,撞警鐘
撞钟,撞鐘
撞钟太岁,撞鐘太歲
撞阵冲军,撞陣衝軍
撤出,撤出
撤出去,撤出去
撤出来,撤出來
撤后,撤後
撤回,撤回
撤回去,撤回去
撤回来,撤回來
撤帘,撤簾
撤柜,撤櫃
撧折,撧折
撩云拨雨,撩雲撥雨
撩斗,撩鬥
撩虎须,撩虎鬚
撬了,撬了
撬出去,撬出去
撬出来,撬出來
播出,播出
播出去,播出去
播出来,播出來
播出频道,播出頻道
播发,播發
播恶遗臭,播惡遺臭
播放列表,播放列表
播放歌曲,播放歌曲
播种,播種
播种期,播種期
播种机,播種機
播种法,播種法
播种面积,播種面積
播越失据,播越失據
撮合,撮合
撮合山,撮合山
撰出来,撰出來
撵出,攆出
撵出去,攆出去
撵出来,攆出來
擀面,擀麵
擀面杖,擀麵杖
擂台,擂臺
擂台赛,擂臺賽
擂鼓交响曲,擂鼓交響曲
操作台,操作檯
操作系统,操作系統
操作规范,操作規範
操作钟,操作鐘
操纵台,操縱檯
操船术,操船術
擎拳合掌,擎拳合掌
擐系,擐繫
擒获,擒獲
擘划,擘劃
擢发,擢髮
擢发抽肠,擢髮抽腸
擢发难数,擢髮難數
擦出,擦出
擦出爱,擦出愛
擦刮,擦刮
擦干,擦乾
擦干净,擦乾净
擦面子,擦面子
擿埴索涂,擿埴索塗
擿奸发伏,擿奸發伏
攀云,攀雲
攀折,攀折
攀花折柳,攀花折柳
攀蟾折桂,攀蟾折桂
攧攧仆仆,攧攧仆仆
支出,支出
支出费用,支出費用
支划,支劃
支努干,支努干
支干,支幹
支当,支當
支撑不了,支撑不了
支系,支系
支系统,支系統
收了,收了
收出,收出
收出去,收出去
收出来,收出來
收发,收發
收发器,收發器
收发室,收發室
收发短信,收發短信
收发站,收發站
收回,收回
收回到,收回到
收回去,收回去
收回成命,收回成命
收回来,收回來
收复,收復
收复失土,收復失土
收复失地,收復失地
收复河山,收復河山
收拾干净,收拾乾净
收据,收據
收款台,收款臺
收汇,收匯
收盘价,收盤價
收盘价格,收盤價格
收盘汇率,收盤匯率
收秋,收秋
收获,收穫
收获节,收穫節
收获量,收穫量
收购价,收購價
收购价格,收購價格
收银台,收銀臺
改不了,改不了
改了,改了
改了又改,改了又改
改制,改制 改製
改制为,改製爲
改变不了,改變不了
改向,改向
改回,改回
改头换面,改頭换面
改当,改當
改征,改徵
改恶向善,改惡向善
改签,改簽
改良品种,改良品種
改良种,改良種
攻了,攻了
攻克,攻克
攻击范围,攻擊範圍
攻击面,攻擊面
攻向,攻向
攻无不克,攻無不克
攻无不克战无不胜,攻無不克戰無不勝
放之四海皆准,放之四海皆準
放之四海而皆准,放之四海而皆準
放了,放了
放了屁儿却使手掩,放了屁兒却使手掩
放党,放黨
放出,放出
放出去,放出去
放出手眼,放出手眼
放出来,放出來
放回,放回
放回去,放回去
放在心里,放在心裏
放在眼里,放在眼裏
放大系数,放大係數
放学后,放學後
放射出,放射出
放射出来,放射出來
放射性发光材料,放射性發光材料
放尽,放盡
放松,放鬆
放松管制,放松管制
放流水标准,放流水標準
放蒙挣,放懞挣
放诸四海皆准,放諸四海皆準
放轻松,放輕鬆
放马后炮,放馬後炮
放马后砲,放馬後砲
政党,政黨
政党政治,政黨政治
政出多门,政出多門
政制,政制
政团,政團
政坛,政壇
政工干校,政工幹校
政府机关开放系统互连总则,政府機關開放系統互連總則
政教合一,政教合一
政治体制,政治體制
政治局面,政治局面
政治斗争,政治鬥争
政治系,政治系
政治舞台,政治舞臺
政治面,政治面
政策面,政策面
政见发表,政見發表
故事里,故事裏
故云,故云
故出,故出
故当,故當
故态复萌,故態復萌
故舍,故舍
故里,故里
效价能,效價能
敌党,敵黨
敌前敌后,敵前敵後
敌台,敵臺
敌后,敵後
敌后伏击,敵後伏擊
敌后作战,敵後作戰
敌后工作,敵後工作
敌后工作人员,敵後工作人員
敌后方,敵後方
救人一命胜造七级浮屠,救人一命勝造七級浮屠
救人须救彻,救人須救徹
救出,救出
救出去,救出去
救出来,救出來
救回,救回
救回去,救回去
救回来,救回來
救困扶危,救困扶危
救国团,救國團
救恩计划,救恩計劃
救生艇甲板,救生艇甲板
教了,教了
教准部,教準部
教出,教出
教团,教團
教坛,教壇
教外别传,教外别傳
教学示范,教學示範
教学计划,教學計劃
教学钟,教學鐘
教练团,教練團
教育出来,教育出來
教育制度,教育制度
教育团体,教育團體
教育系,教育系
教范,教範
敝帚千金,敝帚千金
敝舍,敝舍
敢作敢当,敢作敢當
敢借,敢借
敢做敢当,敢做敢當
敢出,敢出
敢出去,敢出去
敢出来,敢出來
敢向,敢向
敢干,敢幹
敢当,敢當
敢摆,敢擺
敢斗了胆,敢斗了膽
散伙,散伙
散出,散出
散发,散發 散髮
散发传单,散發傳單
散发出,散發出
散发出来,散發出來
散尽,散盡
散曲,散曲
散板,散板
敦克尔克大撤退,敦克爾克大撤退
敦朴,敦樸
敦煌千佛洞,敦煌千佛洞
敦煌曲子,敦煌曲子
敬姜犹绩,敬姜猶績
数万,數萬
数万人,數萬人
数万元,數萬元
数不尽,數不盡
数不胜数,數不勝數
数与虏确,數與虜确
数了,數了
数以万计,數以萬計
数以万订,數以萬訂
数以千计,數以千計
数以百万计,數以百萬計
数位快速篆刻系统,數位快速篆刻系統
数位控制,數位控制
数位板,數位板
数位艺术,數位藝術
数借,數借
数值控制,數值控制
数值范围,數值範圍
数出,數出
数十万,數十萬
数千,數千
数千万,數千萬
数千亿,數千億
数天后,數天後
数字时钟,數字時鐘
数字系数,數字係數
数字钟,數字鐘
数字钟表,數字鐘錶
数学系,數學系
数据,數據
数据介面,數據介面
数据传输,數據傳輸
数据卡,數據卡
数据压缩,數據壓縮
数据处理,數據處理
数据库,數據庫
数据总线,數據總綫
数据挖掘,數據挖掘
数据接口,數據接口
数据机,數據機
数据段,數據段
数据流,數據流
数据源,數據源
数据结构,數據結構
数据网络,數據網絡
数据调制解调器,數據調制解調器
数据资料,數據資料
数据通信,數據通信
数据通讯,數據通訊
数据链,數據鏈
数据链路,數據鏈路
数据链路层,數據鏈路層
数据链路连接识别码,數據鏈路連接識别碼
数术,數術
数百万,數百萬
数里,數里
敲丧钟,敲喪鐘
敲了,敲了
敲出,敲出
敲钟,敲鐘
整了,整了
整党,整黨
整出剧,整齣劇
整出戏,整齣戲
整厂输出,整廠輸出
整发,整發
整发用品,整髮用品
整只,整隻
整叶,整葉
整合,整合
整合出,整合出
整合到,整合到
整合商,整合商
整合型,整合型
整合式,整合式
整合性,整合性
整合成,整合成
整合法,整合法
整合管理资讯化,整合管理資訊化
整合系统,整合系統
整合行销传播,整合行銷傳播
整型手术,整型手術
整型术,整型術
整容手术,整容手術
整容术,整容術
整形术,整形術
整数集合,整數集合
整柜,整櫃
整理出,整理出
整理出来,整理出來
整装待发,整裝待發
整面,整面
整风后,整風後
整齐划一,整齊劃一
整齐干净,整齊乾净
敷了,敷了
敷出,敷出
敷涂,敷塗
敷衍了事,敷衍了事
敷面,敷面
敷面膜,敷面膜
文不尽意,文不盡意
文丑,文丑
文了,文了
文件柜,文件櫃
文化体系,文化體系
文化冲击,文化衝擊
文化斗争,文化鬥争
文化水准,文化水準
文君当垆,文君當壚
文坛,文壇
文坛人士,文壇人士
文复会,文復會
文学系,文學系
文征明,文徵明
文才,文才
文斯范恩,文斯范恩
文星和合,文星和合
文曲,文曲
文曲星,文曲星
文武全才,文武全才
